Date,Site,Transect,Round,Long_Station,Size_class_mm,Category_total
11/5/2020,Big Creek eFishing,3,1,9,2,0
11/5/2020,Big Creek eFishing,3,1,9,1.9,48
2/25/2021,Big Creek eFishing,1,2,9,256,48
2/25/2021,Big Creek eFishing,1,2,9,180,0
2/25/2021,Big Creek eFishing,1,2,9,128,4
2/25/2021,Big Creek eFishing,1,2,9,90,1
2/25/2021,Big Creek eFishing,1,2,9,64,2
2/25/2021,Big Creek eFishing,1,2,9,45,1
2/25/2021,Big Creek eFishing,1,2,9,32,1
2/25/2021,Big Creek eFishing,1,2,9,22.6,2
2/25/2021,Big Creek eFishing,1,2,9,16,4
2/25/2021,Big Creek eFishing,1,2,9,11.3,1
2/25/2021,Big Creek eFishing,1,2,9,8,3
2/25/2021,Big Creek eFishing,1,2,9,5.6,3
2/25/2021,Big Creek eFishing,1,2,9,4,3
2/25/2021,Big Creek eFishing,1,2,9,2.8,0
2/25/2021,Big Creek eFishing,1,2,9,2,0
2/25/2021,Big Creek eFishing,1,2,9,1.9,27
2/25/2021,Big Creek eFishing,2,2,9,256,55
2/25/2021,Big Creek eFishing,2,2,9,180,0
2/25/2021,Big Creek eFishing,2,2,9,128,6
2/25/2021,Big Creek eFishing,2,2,9,90,4
2/25/2021,Big Creek eFishing,2,2,9,64,1
2/25/2021,Big Creek eFishing,2,2,9,45,0
2/25/2021,Big Creek eFishing,2,2,9,32,1
2/25/2021,Big Creek eFishing,2,2,9,22.6,2
2/25/2021,Big Creek eFishing,2,2,9,16,6
2/25/2021,Big Creek eFishing,2,2,9,11.3,0
2/25/2021,Big Creek eFishing,2,2,9,8,0
2/25/2021,Big Creek eFishing,2,2,9,5.6,0
2/25/2021,Big Creek eFishing,2,2,9,4,1
2/25/2021,Big Creek eFishing,2,2,9,2.8,0
2/25/2021,Big Creek eFishing,2,2,9,2,1
2/25/2021,Big Creek eFishing,2,2,9,1.9,23
2/25/2021,Big Creek eFishing,3,2,9,256,34
2/25/2021,Big Creek eFishing,3,2,9,180,0
2/25/2021,Big Creek eFishing,3,2,9,128,1
2/25/2021,Big Creek eFishing,3,2,9,90,0
2/25/2021,Big Creek eFishing,3,2,9,64,0
2/25/2021,Big Creek eFishing,3,2,9,45,1
2/25/2021,Big Creek eFishing,3,2,9,32,0
2/25/2021,Big Creek eFishing,3,2,9,22.6,1
2/25/2021,Big Creek eFishing,3,2,9,16,1
2/25/2021,Big Creek eFishing,3,2,9,11.3,2
2/25/2021,Big Creek eFishing,3,2,9,8,2
2/25/2021,Big Creek eFishing,3,2,9,5.6,3
2/25/2021,Big Creek eFishing,3,2,9,4,2
2/25/2021,Big Creek eFishing,3,2,9,2.8,1
2/25/2021,Big Creek eFishing,3,2,9,2,1
2/25/2021,Big Creek eFishing,3,2,9,1.9,51
6/21/2021,Big Creek eFishing ,1,3,9,256,38
6/21/2021,Big Creek eFishing ,1,3,9,180,0
6/21/2021,Big Creek eFishing ,1,3,9,128,3
6/21/2021,Big Creek eFishing ,1,3,9,90,4
6/21/2021,Big Creek eFishing ,1,3,9,64,1
6/21/2021,Big Creek eFishing ,1,3,9,45,1
6/21/2021,Big Creek eFishing ,1,3,9,32,0
6/21/2021,Big Creek eFishing ,1,3,9,22.6,4
6/21/2021,Big Creek eFishing ,1,3,9,16,6
6/21/2021,Big Creek eFishing ,1,3,9,11.3,8
6/21/2021,Big Creek eFishing ,1,3,9,8,1
6/21/2021,Big Creek eFishing ,1,3,9,5.6,3
6/21/2021,Big Creek eFishing ,1,3,9,4,0
6/21/2021,Big Creek eFishing ,1,3,9,2.8,2
6/21/2021,Big Creek eFishing ,1,3,9,2,0
6/21/2021,Big Creek eFishing ,1,3,9,1.9,29
6/21/2021,Big Creek eFishing ,2,3,9,256,23
6/21/2021,Big Creek eFishing ,2,3,9,180,3
6/21/2021,Big Creek eFishing ,2,3,9,128,4
6/21/2021,Big Creek eFishing ,2,3,9,90,2
6/21/2021,Big Creek eFishing ,2,3,9,64,4
6/21/2021,Big Creek eFishing ,2,3,9,45,2
6/21/2021,Big Creek eFishing ,2,3,9,32,5
6/21/2021,Big Creek eFishing ,2,3,9,22.6,1
6/21/2021,Big Creek eFishing ,2,3,9,16,2
6/21/2021,Big Creek eFishing ,2,3,9,11.3,1
6/21/2021,Big Creek eFishing ,2,3,9,8,2
6/21/2021,Big Creek eFishing ,2,3,9,5.6,2
6/21/2021,Big Creek eFishing ,2,3,9,4,3
6/21/2021,Big Creek eFishing ,2,3,9,2.8,2
6/21/2021,Big Creek eFishing ,2,3,9,2,0
6/21/2021,Big Creek eFishing ,2,3,9,1.9,35
6/21/2021,Big Creek eFishing ,3,3,9,256,19
6/21/2021,Big Creek eFishing ,3,3,9,180,6
6/21/2021,Big Creek eFishing ,3,3,9,128,0
6/21/2021,Big Creek eFishing ,3,3,9,90,3
6/21/2021,Big Creek eFishing ,3,3,9,64,1
6/21/2021,Big Creek eFishing ,3,3,9,45,2
6/21/2021,Big Creek eFishing ,3,3,9,32,1
6/21/2021,Big Creek eFishing ,3,3,9,22.6,0
6/21/2021,Big Creek eFishing ,3,3,9,16,1
6/21/2021,Big Creek eFishing ,3,3,9,11.3,1
6/21/2021,Big Creek eFishing ,3,3,9,8,2
6/21/2021,Big Creek eFishing ,3,3,9,5.6,3
6/21/2021,Big Creek eFishing ,3,3,9,4,3
6/21/2021,Big Creek eFishing ,3,3,9,2.8,0
6/21/2021,Big Creek eFishing ,3,3,9,2,0
6/21/2021,Big Creek eFishing ,3,3,9,1.9,58
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,256,19
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,180,6
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,128,20
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,90,18
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,64,8
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,45,6
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,32,6
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,22.6,3
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,16,0
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,11.3,3
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,8,2
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,5.6,4
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,4,0
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,2.8,0
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,2,0
11/10/2020,Big Creek Powerhouse eFishing,1,1,10,1.9,5
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,256,33
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,180,3
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,128,2
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,90,2
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,64,1
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,45,3
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,32,1
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,22.6,1
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,16,2
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,11.3,0
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,8,1
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,5.6,2
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,4,1
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,2.8,0
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,2,0
11/10/2020,Big Creek Powerhouse eFishing,2,1,10,1.9,48
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,256,46
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,180,5
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,128,5
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,90,5
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,64,0
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,45,0
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,32,2
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,22.6,1
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,16,0
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,11.3,1
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,8,0
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,5.6,1
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,4,0
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,2.8,0
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,2,0
11/10/2020,Big Creek Powerhouse eFishing,3,1,10,1.9,34
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,256,24
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,180,0
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,128,1
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,90,10
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,64,1
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,45,2
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,32,2
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,22.6,2
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,16,3
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,11.3,3
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,8,3
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,5.6,4
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,4,5
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,2.8,9
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,2,8
2/25/2021,Big Creek Powerhouse eFishing,1,2,10,1.9,23
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,256,25
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,180,0
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,128,1
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,90,1
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,64,2
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,45,2
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,32,3
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,22.6,2
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,16,3
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,11.3,5
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,8,4
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,5.6,2
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,4,2
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,2.8,1
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,2,2
2/25/2021,Big Creek Powerhouse eFishing,2,2,10,1.9,45
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,256,44
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,180,0
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,128,0
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,90,7
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,64,0
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,45,4
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,32,0
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,22.6,3
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,16,0
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,11.3,1
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,8,1
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,5.6,6
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,4,4
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,2.8,2
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,2,0
2/25/2021,Big Creek Powerhouse eFishing,3,2,10,1.9,28
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,256,26
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,180,6
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,128,6
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,90,6
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,64,6
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,45,3
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,32,2
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,22.6,1
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,16,6
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,11.3,3
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,8,2
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,5.6,2
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,4,1
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,2.8,1
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,2,0
6/21/2021,Big Creek Powerhouse eFishing ,1,3,10,1.9,29
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,256,35
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,180,4
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,128,1
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,90,1
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,64,1
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,45,3
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,32,1
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,22.6,3
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,16,2
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,11.3,1
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,8,4
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,5.6,4
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,4,2
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,2.8,1
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,2,0
6/21/2021,Big Creek Powerhouse eFishing ,2,3,10,1.9,37
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,256,36
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,180,4
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,128,2
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,90,3
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,64,3
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,45,0
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,32,0
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,22.6,0
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,16,1
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,11.3,1
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,8,1
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,5.6,3
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,4,3
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,2.8,1
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,2,1
6/21/2021,Big Creek Powerhouse eFishing ,3,3,10,1.9,42
11/4/2020,Dog eFishing,1,1,7,256,1
11/4/2020,Dog eFishing,1,1,7,180,0
11/4/2020,Dog eFishing,1,1,7,128,0
11/4/2020,Dog eFishing,1,1,7,90,11
11/4/2020,Dog eFishing,1,1,7,64,8
11/4/2020,Dog eFishing,1,1,7,45,10
11/4/2020,Dog eFishing,1,1,7,32,8
11/4/2020,Dog eFishing,1,1,7,22.6,9
11/4/2020,Dog eFishing,1,1,7,16,8
11/4/2020,Dog eFishing,1,1,7,11.3,6
11/4/2020,Dog eFishing,1,1,7,8,1
11/4/2020,Dog eFishing,1,1,7,5.6,1
11/4/2020,Dog eFishing,1,1,7,4,2
11/4/2020,Dog eFishing,1,1,7,2.8,0
11/4/2020,Dog eFishing,1,1,7,2,0
11/4/2020,Dog eFishing,1,1,7,1.9,35
11/4/2020,Dog eFishing,2,1,7,256,0
11/4/2020,Dog eFishing,2,1,7,180,0
11/4/2020,Dog eFishing,2,1,7,128,1
11/4/2020,Dog eFishing,2,1,7,90,2
11/4/2020,Dog eFishing,2,1,7,64,4
11/4/2020,Dog eFishing,2,1,7,45,8
11/4/2020,Dog eFishing,2,1,7,32,8
11/4/2020,Dog eFishing,2,1,7,22.6,10
11/4/2020,Dog eFishing,2,1,7,16,7
11/4/2020,Dog eFishing,2,1,7,11.3,2
11/4/2020,Dog eFishing,2,1,7,8,6
11/4/2020,Dog eFishing,2,1,7,5.6,8
11/4/2020,Dog eFishing,2,1,7,4,7
11/4/2020,Dog eFishing,2,1,7,2.8,2
11/4/2020,Dog eFishing,2,1,7,2,0
11/4/2020,Dog eFishing,2,1,7,1.9,35
11/4/2020,Dog eFishing,3,1,7,256,1
11/4/2020,Dog eFishing,3,1,7,180,0
11/4/2020,Dog eFishing,3,1,7,128,0
11/4/2020,Dog eFishing,3,1,7,90,1
11/4/2020,Dog eFishing,3,1,7,64,3
11/4/2020,Dog eFishing,3,1,7,45,17
11/4/2020,Dog eFishing,3,1,7,32,8
11/4/2020,Dog eFishing,3,1,7,22.6,9
11/4/2020,Dog eFishing,3,1,7,16,1
11/4/2020,Dog eFishing,3,1,7,11.3,1
11/4/2020,Dog eFishing,3,1,7,8,0
11/4/2020,Dog eFishing,3,1,7,5.6,3
11/4/2020,Dog eFishing,3,1,7,4,2
11/4/2020,Dog eFishing,3,1,7,2.8,2
11/4/2020,Dog eFishing,3,1,7,2,0
11/4/2020,Dog eFishing,3,1,7,1.9,52
3/2/2021,Dog eFishing,1,2,7,256,0
3/2/2021,Dog eFishing,1,2,7,180,0
3/2/2021,Dog eFishing,1,2,7,128,3
3/2/2021,Dog eFishing,1,2,7,90,0
3/2/2021,Dog eFishing,1,2,7,64,0
3/2/2021,Dog eFishing,1,2,7,45,2
3/2/2021,Dog eFishing,1,2,7,32,2
3/2/2021,Dog eFishing,1,2,7,22.6,1
3/2/2021,Dog eFishing,1,2,7,16,4
3/2/2021,Dog eFishing,1,2,7,11.3,3
3/2/2021,Dog eFishing,1,2,7,8,6
3/2/2021,Dog eFishing,1,2,7,5.6,4
3/2/2021,Dog eFishing,1,2,7,4,2
3/2/2021,Dog eFishing,1,2,7,2.8,4
3/2/2021,Dog eFishing,1,2,7,2,0
3/2/2021,Dog eFishing,1,2,7,1.9,69
3/2/2021,Dog eFishing,2,2,7,256,0
3/2/2021,Dog eFishing,2,2,7,180,0
3/2/2021,Dog eFishing,2,2,7,128,0
3/2/2021,Dog eFishing,2,2,7,90,0
3/2/2021,Dog eFishing,2,2,7,64,0
3/2/2021,Dog eFishing,2,2,7,45,2
3/2/2021,Dog eFishing,2,2,7,32,3
3/2/2021,Dog eFishing,2,2,7,22.6,5
3/2/2021,Dog eFishing,2,2,7,16,5
3/2/2021,Dog eFishing,2,2,7,11.3,7
3/2/2021,Dog eFishing,2,2,7,8,8
3/2/2021,Dog eFishing,2,2,7,5.6,7
3/2/2021,Dog eFishing,2,2,7,4,3
3/2/2021,Dog eFishing,2,2,7,2.8,3
3/2/2021,Dog eFishing,2,2,7,2,2
3/2/2021,Dog eFishing,2,2,7,1.9,55
3/2/2021,Dog eFishing,3,2,7,256,20
3/2/2021,Dog eFishing,3,2,7,180,3
3/2/2021,Dog eFishing,3,2,7,128,8
3/2/2021,Dog eFishing,3,2,7,90,5
3/2/2021,Dog eFishing,3,2,7,64,2
3/2/2021,Dog eFishing,3,2,7,45,5
3/2/2021,Dog eFishing,3,2,7,32,3
3/2/2021,Dog eFishing,3,2,7,22.6,3
3/2/2021,Dog eFishing,3,2,7,16,1
3/2/2021,Dog eFishing,3,2,7,11.3,1
3/2/2021,Dog eFishing,3,2,7,8,1
3/2/2021,Dog eFishing,3,2,7,5.6,3
3/2/2021,Dog eFishing,3,2,7,4,0
3/2/2021,Dog eFishing,3,2,7,2.8,0
3/2/2021,Dog eFishing,3,2,7,2,0
3/2/2021,Dog eFishing,3,2,7,1.9,45
6/24/2021,Dog eFishing,1,3,7,256,0
6/24/2021,Dog eFishing,1,3,7,180,5
6/24/2021,Dog eFishing,1,3,7,128,0
6/24/2021,Dog eFishing,1,3,7,90,3
6/24/2021,Dog eFishing,1,3,7,64,1
6/24/2021,Dog eFishing,1,3,7,45,2
6/24/2021,Dog eFishing,1,3,7,32,2
6/24/2021,Dog eFishing,1,3,7,22.6,0
6/24/2021,Dog eFishing,1,3,7,16,0
6/24/2021,Dog eFishing,1,3,7,11.3,2
6/24/2021,Dog eFishing,1,3,7,8,2
6/24/2021,Dog eFishing,1,3,7,5.6,5
6/24/2021,Dog eFishing,1,3,7,4,7
6/24/2021,Dog eFishing,1,3,7,2.8,3
6/24/2021,Dog eFishing,1,3,7,2,2
6/24/2021,Dog eFishing,1,3,7,1.9,66
6/24/2021,Dog eFishing,2,3,7,256,0
6/24/2021,Dog eFishing,2,3,7,180,0
6/24/2021,Dog eFishing,2,3,7,128,0
6/24/2021,Dog eFishing,2,3,7,90,0
6/24/2021,Dog eFishing,2,3,7,64,0
6/24/2021,Dog eFishing,2,3,7,45,1
6/24/2021,Dog eFishing,2,3,7,32,2
6/24/2021,Dog eFishing,2,3,7,22.6,7
6/24/2021,Dog eFishing,2,3,7,16,3
6/24/2021,Dog eFishing,2,3,7,11.3,6
6/24/2021,Dog eFishing,2,3,7,8,7
6/24/2021,Dog eFishing,2,3,7,5.6,7
6/24/2021,Dog eFishing,2,3,7,4,8
6/24/2021,Dog eFishing,2,3,7,2.8,8
6/24/2021,Dog eFishing,2,3,7,2,3
6/24/2021,Dog eFishing,2,3,7,1.9,48
6/24/2021,Dog eFishing,3,3,7,256,20
6/24/2021,Dog eFishing,3,3,7,180,0
6/24/2021,Dog eFishing,3,3,7,128,5
6/24/2021,Dog eFishing,3,3,7,90,2
6/24/2021,Dog eFishing,3,3,7,64,6
6/24/2021,Dog eFishing,3,3,7,45,8
6/24/2021,Dog eFishing,3,3,7,32,5
6/24/2021,Dog eFishing,3,3,7,22.6,1
6/24/2021,Dog eFishing,3,3,7,16,2
6/24/2021,Dog eFishing,3,3,7,11.3,3
6/24/2021,Dog eFishing,3,3,7,8,0
6/24/2021,Dog eFishing,3,3,7,5.6,0
6/24/2021,Dog eFishing,3,3,7,4,0
6/24/2021,Dog eFishing,3,3,7,2.8,0
6/24/2021,Dog eFishing,3,3,7,2,0
6/24/2021,Dog eFishing,3,3,7,1.9,48
11/23/2020,Little Creek eFishing,1,1,11,256,0
11/23/2020,Little Creek eFishing,1,1,11,180,2
11/23/2020,Little Creek eFishing,1,1,11,128,6
11/23/2020,Little Creek eFishing,1,1,11,90,2
11/23/2020,Little Creek eFishing,1,1,11,64,12
11/23/2020,Little Creek eFishing,1,1,11,45,8
11/23/2020,Little Creek eFishing,1,1,11,32,10
11/23/2020,Little Creek eFishing,1,1,11,22.6,3
11/23/2020,Little Creek eFishing,1,1,11,16,3
11/23/2020,Little Creek eFishing,1,1,11,11.3,1
11/23/2020,Little Creek eFishing,1,1,11,8,0
11/23/2020,Little Creek eFishing,1,1,11,5.6,0
11/23/2020,Little Creek eFishing,1,1,11,4,0
11/23/2020,Little Creek eFishing,1,1,11,2.8,0
11/23/2020,Little Creek eFishing,1,1,11,2,0
11/23/2020,Little Creek eFishing,1,1,11,1.9,53
11/23/2020,Little Creek eFishing,2,1,11,256,11
11/23/2020,Little Creek eFishing,2,1,11,180,0
11/23/2020,Little Creek eFishing,2,1,11,128,3
11/23/2020,Little Creek eFishing,2,1,11,90,5
11/23/2020,Little Creek eFishing,2,1,11,64,3
11/23/2020,Little Creek eFishing,2,1,11,45,3
11/23/2020,Little Creek eFishing,2,1,11,32,5
11/23/2020,Little Creek eFishing,2,1,11,22.6,5
11/23/2020,Little Creek eFishing,2,1,11,16,5
11/23/2020,Little Creek eFishing,2,1,11,11.3,5
11/23/2020,Little Creek eFishing,2,1,11,8,3
11/23/2020,Little Creek eFishing,2,1,11,5.6,0
11/23/2020,Little Creek eFishing,2,1,11,4,4
11/23/2020,Little Creek eFishing,2,1,11,2.8,0
11/23/2020,Little Creek eFishing,2,1,11,2,0
11/23/2020,Little Creek eFishing,2,1,11,1.9,48
11/23/2020,Little Creek eFishing,3,1,11,256,26
11/23/2020,Little Creek eFishing,3,1,11,180,1
11/23/2020,Little Creek eFishing,3,1,11,128,0
11/23/2020,Little Creek eFishing,3,1,11,90,3
11/23/2020,Little Creek eFishing,3,1,11,64,2
11/23/2020,Little Creek eFishing,3,1,11,45,4
11/23/2020,Little Creek eFishing,3,1,11,32,1
11/23/2020,Little Creek eFishing,3,1,11,22.6,3
11/23/2020,Little Creek eFishing,3,1,11,16,4
11/23/2020,Little Creek eFishing,3,1,11,11.3,7
11/23/2020,Little Creek eFishing,3,1,11,8,1
11/23/2020,Little Creek eFishing,3,1,11,5.6,2
11/23/2020,Little Creek eFishing,3,1,11,4,2
11/23/2020,Little Creek eFishing,3,1,11,2.8,2
11/23/2020,Little Creek eFishing,3,1,11,2,0
11/23/2020,Little Creek eFishing,3,1,11,1.9,42
